FSC_A,FSC_W,SSC_A,CD33,CD45RA,CD34,CD90,CD49f,CD38,Lineage,CD7_CD10,Live,CD45,Time,Sort_id,Cell_seeded
140515,94175,71056,178,65,3222,209,809,272,121,36,504,1558,70547,10_G6,HSC
155821,98198,78318,160,98,3034,274,573,247,150,87,389,1692,70818,10_G7,HSC
157718,90352,60479,154,251,2997,1721,585,732,103,86,243,857,71342,10_G8,HSC
114815,89689,106969,281,67,6445,5080,3883,258,185,-13,406,2318,72259,10_G9,HSC
96157,85579,76197,268,245,2707,183,867,492,133,42,378,575,72861,10_G10,HSC
144562,90788,89032,67,58,3797,1198,258,740,190,-22,271,865,73434,10_G11,HSC
124659,91796,89170,244,245,5172,3310,1006,185,212,0,377,1370,73910,10_G12,HSC
138299,97972,114713,114,120,3987,1189,1033,364,205,56,418,1326,86775,10_H1,HSC
131300,84287,74597,65,84,3823,1827,1671,341,105,147,377,1564,84801,10_H2,HSC
106840,88805,96843,203,123,5098,1927,1272,714,134,65,380,1751,83623,10_H3,HSC
123479,93799,77941,114,47,2691,5227,859,723,127,15,599,2154,83087,10_H4,HSC
122278,87013,87056,13,7,4429,3718,1566,608,169,77,465,1241,81379,10_H5,HSC
125733,88340,92222,98,126,5840,7775,2550,259,143,116,538,2797,80393,10_H6,HSC
142313,91143,81998,-20,315,4795,3009,1959,745,322,114,512,2389,78417,10_H7,HSC
149668,87771,74101,212,75,6459,6335,2090,433,124,112,439,2555,77690,10_H8,HSC
118441,89092,138215,-55,19,2786,1075,1900,865,99,97,420,2957,77164,10_H9,HSC
101235,86930,104053,251,52,5794,2493,886,416,96,255,310,1452,75067,10_H10,HSC
110904,86390,94779,92,62,3944,4280,567,568,122,65,359,1377,74826,10_H11,HSC
92495,86862,78355,216,58,2652,5135,928,108,116,76,442,2123,74575,10_H12,HSC
