"Plate_well","exp","fcs.name","SingleCells.count","NonEry.count","CD56neg.count","CD14neg.count","IntermediateNeut.count","IntermediateNeut.freq.of.CD14neg","MatureNeut.count","MatureNeut.freq.of.CD14neg","MatureNeut.FSC.A","MatureNeut.SSC.A","EarlyNeut.count","EarlyNeut.freq.of.CD14neg","Mono.count","Mono.freq.of.NonEry","Mono.freq.of.CD56neg","Mono.CD11b.Median","Mono.CD14.Median","Mono.FSC.A","Mono.SSC.A","Mono2.count","Mono2.freq.of.NonEry","Mono2.freq.of.CD56neg","Mono2.CD11b.Median","Mono2.CD14.Median","Mono2.FSC.A","Mono2.SSC.A","Ery.count","IntermediateNeut.FSC.A","IntermediateNeut.SSC.A","EarlyNeut.FSC.A","EarlyNeut.SSC.A","CD66bNeut.CD11b.Median","CD66bNeut.CD66b.Median","CD66bNeut.FSC.A","CD66bNeut.SSC.A","TrueFalse"
"3_G11","AML2","LEUK37_Plate3_G11_G11_083.fcs",573,552,543,326,54,16.6,101,31,166464,58240,3,0.92,176,31.9,32.4,2185,2614,172864,70208,100,18.1,18.4,2168,3504,174144,70208,0,153856,43904,123200,70656,1591,11666,161728,55232,"TRUE"
"3_G12","AML2","LEUK37_Plate3_G12_G12_084.fcs",19728,19126,19040,16777,8152,48.6,3469,20.7,168320,39936,225,1.34,944,4.94,4.96,1899,4528,179968,54656,242,1.27,1.27,2832,5964,173760,69440,4,164096,33536,122560,31936,858,22608,165248,35392,"TRUE"
"3_H1","AML2","LEUK37_Plate3_H1_H01_085.fcs",67419,64214,64162,37503,84,0.22,3,0.008,183040,59584,20719,55.2,15045,23.4,23.4,1811,3227,143040,42688,15017,23.4,23.4,1811,3227,142976,42688,13,168384,44736,157952,38592,1268,3847,175104,91008,"TRUE"
"3_H2","AML2","LEUK37_Plate3_H2_H02_086.fcs",39279,39160,39131,24585,3817,15.5,80,0.33,205376,51072,9831,40,8575,21.9,21.9,3441,4032,135936,47168,8500,21.7,21.7,3455,4041,135744,47040,0,181888,40448,130048,36416,580,10318,182144,41216,"TRUE"
"3_H3","AML2","LEUK37_Plate3_H3_H03_087.fcs",9797,9779,9771,3450,1676,48.6,136,3.94,192448,90048,584,16.9,5641,57.7,57.7,6911,8697,214912,107072,5558,56.8,56.9,6972,8794,215680,107264,0,169536,32256,137344,35392,552,12353,172032,33920,"TRUE"
"3_H4","AML2","LEUK37_Plate3_H4_H04_088.fcs",21380,21369,21331,16788,7353,43.8,8520,50.8,158272,33856,357,2.13,3337,15.6,15.6,3886,4024,183616,54976,1611,7.54,7.55,7111,3441,195712,82560,0,159552,32704,149760,39488,1179,36023,158912,33408,"TRUE"
"3_H5","AML2","LEUK37_Plate3_H5_H05_089.fcs",5620,5618,5563,821,79,9.62,12,1.46,160256,42112,552,67.2,3740,66.6,67.2,6531,4343,210240,87552,3639,64.8,65.4,6474,4444,209984,86528,0,171136,32320,163520,38656,661,5393,169984,37504,"TRUE"
"3_H6","AML2","LEUK37_Plate3_H6_H06_090.fcs",22643,22611,22610,14272,10594,74.2,1325,9.28,176768,36864,1281,8.98,6170,27.3,27.3,5533,3004,191104,74880,5761,25.5,25.5,5762,2905,191616,78912,1,172736,33152,152704,34816,628,19807,173120,33536,"TRUE"
"3_H7","AML2","LEUK37_Plate3_H7_H07_091.fcs",4580,4566,4564,1247,543,43.5,52,4.17,167232,32960,410,32.9,2013,44.1,44.1,7921,4057,204672,92736,1871,41,41,8208,3959,206784,98752,2,170368,31552,148352,35712,591,14550,170240,32000,"TRUE"
"3_H8","AML2","LEUK37_Plate3_H8_H08_092.fcs",8642,6231,6188,4816,20,0.42,11,0.23,179648,144320,64,1.33,1,0.016,0.016,14857,18808,228992,149440,1,0.016,0.016,14857,18808,228992,149440,45,162048,139904,106176,36864,1541,6777,162432,137792,"TRUE"
"3_H9","AML2","LEUK37_Plate3_H9_H09_093.fcs",16486,16477,16476,12951,7204,55.6,5310,41,163904,36736,71,0.55,1761,10.7,10.7,1661,6446,175424,43840,193,1.17,1.17,1979,8697,172864,49024,0,157376,32576,152448,33984,1014,17904,160064,34304,"TRUE"
"3_H10","AML2","LEUK37_Plate3_H10_H10_094.fcs",32992,32983,32973,27695,16144,58.3,8332,30.1,172608,36736,2386,8.62,2928,8.88,8.88,2660,4731,185280,53568,1609,4.88,4.88,4380,4771,185664,69120,0,174464,34368,172864,35136,888,17286,173952,35136,"TRUE"
"3_H11","AML2","LEUK37_Plate3_H11_H11_095.fcs",2314,2303,2296,835,170,20.4,12,1.44,156864,35904,379,45.4,1332,57.8,58,5257,8373,210240,113216,1324,57.5,57.7,5279,8373,210368,113472,0,132032,31616,105792,25984,663,8208,136960,34176,"TRUE"
"3_H12","AML2","LEUK37_Plate3_H12_H12_096.fcs",15252,15247,15203,12329,5838,47.4,3632,29.5,172672,41088,170,1.38,1512,9.92,9.95,1715,5676,181696,49280,333,2.18,2.19,2992,5393,166720,64704,0,160832,33600,144000,36032,1038,18329,167616,38016,"TRUE"
"4_A1","AML2","LEUK37_Plate4_A1_A01_001.fcs",3308,3307,3300,1939,1169,60.3,540,27.8,180992,47680,87,4.49,1149,34.7,34.8,4361,4862,214464,79296,929,28.1,28.2,4934,4781,220416,85248,0,164032,37696,158464,49024,920,33196,168960,41024,"TRUE"
"4_A2","AML2","LEUK37_Plate4_A2_A02_002.fcs",7020,7020,7013,5107,41,0.8,0,0,NA,NA,4942,96.8,101,1.44,1.44,1297,4116,204800,56256,100,1.42,1.43,1297,4116,204800,55616,0,232704,63616,191680,44992,884,2723,232704,68160,"TRUE"
"4_A3","AML2","LEUK37_Plate4_A3_A03_003.fcs",6565,6563,6562,3660,1860,50.8,1579,43.1,166400,34880,113,3.09,1387,21.1,21.1,2095,8281,177984,41792,463,7.05,7.06,4811,8486,193984,68928,0,166016,32512,155392,36288,1055,20961,165952,33536,"TRUE"
"4_A4","AML2","LEUK37_Plate4_A4_A04_004.fcs",45732,45620,45592,24315,4486,18.4,108,0.44,210240,48448,11120,45.7,16251,35.6,35.6,2877,2107,188416,70720,16061,35.2,35.2,2865,2107,187968,70400,1,187776,36800,166592,38336,613,6718,188096,37248,"TRUE"
"4_A5","AML2","LEUK37_Plate4_A5_A05_005.fcs",55043,54846,54741,41775,19,0.045,1,0.00239,174784,86400,10351,24.8,7734,14.1,14.1,2076,3708,177536,58752,7700,14,14.1,2068,3716,177472,58688,0,175360,57920,183680,38400,2185,5592,130944,88128,"TRUE"
"4_A6","AML2","LEUK37_Plate4_A6_A06_006.fcs",9600,9480,9454,4466,121,2.71,13,0.29,161024,145408,2016,45.1,2506,26.4,26.5,3539,4528,182656,73472,2489,26.3,26.3,3532,4566,182464,72960,2,140608,107072,149696,50240,1621,4682,157952,137600,"TRUE"
"4_A7","AML2","LEUK37_Plate4_A7_A07_007.fcs",14865,14862,14857,9637,4035,41.9,4856,50.4,157632,30528,417,4.33,3598,24.2,24.2,3273,5018,176960,47104,1971,13.3,13.3,5725,3910,191168,70336,1,159040,29504,157632,35264,1188,23650,158208,30080,"TRUE"
"4_A8","AML2","LEUK37_Plate4_A8_A08_008.fcs",33393,33275,33271,18199,8836,48.6,261,1.43,197120,50688,3992,21.9,12716,38.2,38.2,4211,2843,192640,78848,12637,38,38,4211,2849,192384,78784,0,182720,36672,152448,37312,529,15065,182976,37120,"TRUE"
"4_A9","AML2","LEUK37_Plate4_A9_A09_009.fcs",48112,46701,46684,21496,267,1.24,11,0.051,185408,45120,11453,53.3,18921,40.5,40.5,2364,3034,154688,47808,18895,40.5,40.5,2364,3034,154688,47808,12,178496,39232,156288,38912,669,5951,178752,41664,"TRUE"
"4_A10","AML2","LEUK37_Plate4_A10_A10_010.fcs",9546,9505,9503,3966,331,8.35,482,12.2,184768,44032,689,17.4,4930,51.9,51.9,3539,3107,181248,78144,4787,50.4,50.4,3568,3132,180544,78400,3,140608,34176,144576,39488,1379,19948,169664,41728,"TRUE"
"4_A11","AML2","LEUK37_Plate4_A11_A11_011.fcs",1504,1504,1471,739,407,55.1,248,33.6,191296,46784,3,0.41,433,28.8,29.4,1983,8873,187136,52288,93,6.18,6.32,1863,12353,193024,57408,0,174144,37888,152512,27584,1012,13989,181888,41600,"TRUE"
"4_A12","AML2","LEUK37_Plate4_A12_A12_012.fcs",5817,5110,4919,4619,147,3.18,858,18.6,213888,90304,8,0.17,140,2.74,2.85,2899,3590,172160,57536,16,0.31,0.33,2310,9795,146816,57152,10,158720,40896,114304,31680,2072,11171,210816,91200,"TRUE"
"4_B1","AML2","LEUK37_Plate4_B1_B01_013.fcs",1860,1858,1847,1036,435,42,513,49.5,168128,49024,10,0.97,464,25,25.1,1994,7992,162368,50432,139,7.48,7.53,1931,9685,161536,54016,0,157376,37248,56448,19008,1216,18372,161792,43328,"TRUE"
"4_B2","AML2","LEUK37_Plate4_B2_B02_014.fcs",2521,2509,2497,861,215,25,20,2.32,159424,53696,265,30.8,1501,59.8,60.1,6335,6987,234112,123264,1476,58.8,59.1,6377,7033,234368,123648,1,176768,39296,173120,47104,679,17205,173632,41536,"TRUE"
"4_B3","AML2","LEUK37_Plate4_B3_B03_015.fcs",2910,2907,2882,597,5,0.84,0,0,NA,NA,463,77.6,2066,71.1,71.7,3176,5592,200576,68992,2055,70.7,71.3,3170,5604,200640,68928,0,174912,46272,188672,48512,2029,4741,137984,90176,"TRUE"
"4_B4","AML2","LEUK37_Plate4_B4_B04_016.fcs",9838,6338,5659,4380,612,14,232,5.3,187456,48896,435,9.93,257,4.05,4.54,1512,7205,187456,51456,70,1.1,1.24,1405,9862,177664,52224,210,174848,38144,128512,28480,895,14550,177600,40576,"TRUE"
"4_B5","AML2","LEUK37_Plate4_B5_B05_017.fcs",9110,5906,5792,5011,286,5.71,1216,24.3,154624,45376,55,1.1,567,9.6,9.79,3182,4380,154432,53184,124,2.1,2.14,3379,7612,169600,64384,268,147584,36160,130496,30464,1784,22289,155456,45120,"TRUE"
"4_B6","AML2","LEUK37_Plate4_B6_B06_018.fcs",7633,7631,7631,5452,3067,56.3,1917,35.2,162048,43136,106,1.94,1189,15.6,15.6,1835,6002,161024,49728,223,2.92,2.92,1794,9470,157248,52288,0,155072,36032,136704,34368,988,16769,157376,38848,"TRUE"
"4_B7","AML2","LEUK37_Plate4_B7_B07_019.fcs",4420,4420,4415,2587,1358,52.5,822,31.8,164224,40000,178,6.88,1167,26.4,26.4,1957,5951,175488,50176,477,10.8,10.8,2452,5774,177024,60800,0,157760,33088,141504,38016,1000,14449,159552,35968,"TRUE"
"4_B8","AML2","LEUK37_Plate4_B8_B08_020.fcs",412,301,182,179,5,2.79,7,3.91,172608,189504,3,1.68,2,0.66,1.1,2279,1440,205504,208896,0,0,0,NA,NA,NA,NA,6,150528,141312,80576,35648,1330,6349,171136,159040,"TRUE"
"4_B9","AML2","LEUK37_Plate4_B9_B09_021.fcs",1208,1206,1202,292,60,20.5,67,22.9,150272,49344,62,21.2,767,63.6,63.8,2922,4872,174848,74240,659,54.6,54.8,3016,5007,176704,75968,0,138304,42688,141440,50368,1373,6573,149248,49728,"TRUE"
"4_B10","AML2","LEUK37_Plate4_B10_B10_022.fcs",17071,17071,17062,11330,3743,33,7168,63.3,160192,35200,176,1.55,4276,25,25.1,2634,6160,177472,46720,1243,7.28,7.29,4398,5191,193856,72704,0,159680,31424,150656,41152,1381,36284,160000,33792,"TRUE"
"4_B11","AML2","LEUK37_Plate4_B11_B11_023.fcs",7393,7392,7388,3377,1379,40.8,1346,39.9,158528,35264,173,5.12,2172,29.4,29.4,1884,9555,161664,40832,884,12,12,1781,11377,160576,40128,0,149568,30208,142400,31104,1181,11403,153024,33088,"TRUE"
"4_B12","AML2","LEUK37_Plate4_B12_B12_024.fcs",16765,16758,16758,11821,4359,36.9,6626,56.1,161728,36544,432,3.65,3779,22.6,22.6,3253,4490,189504,59072,2011,12,12,4528,3942,200832,81472,1,162368,33024,163776,42880,1275,36372,161984,35072,"TRUE"
"4_C1","AML2","LEUK37_Plate4_C1_C01_025.fcs",6316,6280,6262,2403,130,5.41,15,0.62,153344,96256,900,37.5,3372,53.7,53.8,3686,3671,185472,68608,3334,53.1,53.2,3686,3693,185408,68416,0,168128,65664,151936,58304,1811,4986,149312,119488,"TRUE"
"4_C2","AML2","LEUK37_Plate4_C2_C02_026.fcs",11638,11627,11619,8283,1987,24,5835,70.4,166720,41344,60,0.72,2811,24.2,24.2,4263,4623,187392,67456,1770,15.2,15.2,5509,5521,197888,85888,0,157824,35328,150080,44096,1521,43694,164224,39936,"TRUE"
"4_C3","AML2","LEUK37_Plate4_C3_C03_027.fcs",10841,10835,10830,6504,3440,52.9,2713,41.7,166336,37824,177,2.72,3566,32.9,32.9,4219,5007,201344,72448,2515,23.2,23.2,5169,4711,209536,87168,1,162752,32320,158592,47872,1018,42857,164288,34880,"TRUE"
"4_C4","AML2","LEUK37_Plate4_C4_C04_028.fcs",29425,29405,29396,24897,18734,75.2,4462,17.9,169856,38784,969,3.89,3010,10.2,10.2,5762,3064,197632,73920,2295,7.8,7.81,6703,2697,202688,83264,0,165184,35264,155776,39232,737,29306,165888,35904,"TRUE"
"4_C5","AML2","LEUK37_Plate4_C5_C05_029.fcs",15352,15349,15344,11147,5466,49,4899,43.9,165248,34560,333,2.99,2343,15.3,15.3,2010,6226,177728,42432,608,3.96,3.96,2593,8543,177728,51392,0,168640,31744,154496,35904,1080,15893,167168,33024,"TRUE"
"4_C6","AML2","LEUK37_Plate4_C6_C06_030.fcs",22646,17491,17482,14991,684,4.56,4080,27.2,142208,31168,114,0.76,1942,11.1,11.1,4246,5849,169728,50944,850,4.86,4.86,9642,7142,201216,91328,104,136896,27968,101248,23104,1892,40736,141632,30912,"TRUE"
"4_C7","AML2","LEUK37_Plate4_C7_C07_031.fcs",9363,9347,9338,903,19,2.1,0,0,NA,NA,325,36,7647,81.8,81.9,4821,5725,210816,92352,7609,81.4,81.5,4821,5750,210752,92224,0,162368,37376,86592,33024,2865,5136,159424,123136,"TRUE"
"4_C8","AML2","LEUK37_Plate4_C8_C08_032.fcs",4,4,4,4,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1498,5462,149120,77248,"FALSE"
"4_C9","AML2","LEUK37_Plate4_C9_C09_033.fcs",4708,4693,4690,2669,853,32,1228,46,156672,35648,41,1.54,1692,36.1,36.1,5018,7596,184192,59712,955,20.3,20.4,9385,8081,214208,104768,1,158400,34624,136448,46720,1261,33116,157056,35264,"TRUE"
"4_C10","AML2","LEUK37_Plate4_C10_C10_034.fcs",49,36,18,14,0,0,0,0,NA,NA,0,0,4,11.1,22.2,4237,5136,129664,50624,1,2.78,5.56,11197,3999,163776,88896,0,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"4_C11","AML2","LEUK37_Plate4_C11_C11_035.fcs",28317,28191,28184,15076,8935,59.3,107,0.71,184704,42048,3325,22.1,10550,37.4,37.4,3855,3299,182656,73856,10492,37.2,37.2,3863,3292,182464,73792,1,185920,36096,139136,33600,494,13265,185920,36224,"TRUE"
"4_C12","AML2","LEUK37_Plate4_C12_C12_036.fcs",22351,22292,22286,19196,15484,80.7,2567,13.4,177088,41152,533,2.78,2256,10.1,10.1,5874,4389,200512,81536,1914,8.59,8.59,6516,4472,204352,88512,1,169728,35584,150720,37056,673,27021,170624,36416,"TRUE"
"4_D1","AML2","LEUK37_Plate4_D1_D01_037.fcs",561,561,559,171,5,2.92,1,0.58,214720,30976,138,80.7,13,2.32,2.33,1597,4986,188608,77824,11,1.96,1.97,1484,5071,194752,74880,0,152192,48064,181632,43776,1849,9996,149696,94848,"TRUE"
"4_D2","AML2","LEUK37_Plate4_D2_D02_038.fcs",12699,12632,12622,4974,657,13.2,77,1.55,180224,38720,2286,46,6039,47.8,47.8,3894,5837,192000,81536,5897,46.7,46.7,3942,5874,191808,81856,6,160256,33728,98496,32256,631,9156,162752,36608,"TRUE"
"4_D3","AML2","LEUK37_Plate4_D3_D03_039.fcs",9535,9483,9461,3300,294,8.91,19,0.58,184320,39232,1123,34,5067,53.4,53.6,5824,8430,200512,90560,5021,52.9,53.1,5824,8467,200384,90368,2,170496,36352,82048,30784,628,6703,171584,39232,"TRUE"
"4_D4","AML2","LEUK37_Plate4_D4_D04_040.fcs",5219,5219,5217,1662,9,0.54,0,0,NA,NA,1504,90.5,646,12.4,12.4,2052,4566,172160,52160,645,12.4,12.4,2052,4575,172160,52160,0,193280,53760,178752,38016,743,2771,201728,61248,"TRUE"
"4_D5","AML2","LEUK37_Plate4_D5_D05_041.fcs",14519,14364,14354,7950,1442,18.1,126,1.58,192448,41216,2856,35.9,4484,31.2,31.2,5202,6093,201856,86016,4368,30.4,30.4,5324,6054,202048,87232,8,184960,38848,100608,32256,562,11800,185344,39424,"TRUE"
"4_D6","AML2","LEUK37_Plate4_D6_D06_042.fcs",14724,14667,14640,4403,175,3.97,15,0.34,199936,61632,2201,50,9052,61.7,61.8,3785,4263,174208,62912,9007,61.4,61.5,3785,4263,174080,62848,0,181632,50112,118784,39616,1049,4955,168320,71936,"TRUE"
"4_D7","AML2","LEUK37_Plate4_D7_D07_043.fcs",26734,19505,19481,17820,461,2.59,1284,7.21,143232,43200,137,0.77,1241,6.36,6.37,3070,6377,154432,55808,266,1.36,1.37,4032,5509,193280,83904,104,140160,36416,114944,27328,1667,27541,143104,42048,"TRUE"
"4_D8","AML2","LEUK37_Plate4_D8_D08_044.fcs",11677,6486,6456,6312,36,0.57,13,0.21,208064,187584,37,0.59,10,0.15,0.15,4692,1538,163200,124608,1,0.015,0.015,4692,2940,220736,134528,151,185408,159296,136768,48576,1979,5007,187904,112256,"TRUE"
"4_D9","AML2","LEUK37_Plate4_D9_D09_045.fcs",8617,8585,8561,2463,436,17.7,5,0.2,194048,53632,679,27.6,5633,65.6,65.8,4032,4407,216192,91648,5588,65.1,65.3,4008,4444,216192,91456,1,185152,38336,168896,41024,534,8873,185088,38912,"TRUE"
"4_D10","AML2","LEUK37_Plate4_D10_D10_046.fcs",5862,5861,5860,2374,2149,90.5,202,8.51,176896,44544,7,0.29,266,4.54,4.54,1268,8117,180160,46080,70,1.19,1.19,1199,9470,176768,45696,0,169216,35456,129728,29568,668,11534,169920,36096,"TRUE"
